"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014/2015","New Brunswick","2016A000213","Business, management and public administration","Dollars","81","units ","0","v62427212","5.6","6294","","","","0"
"2014/2015","New Brunswick","2016A000213","Physical and life sciences and technologies","Dollars","81","units ","0","v62427213","5.7","6649","","","","0"
"2014/2015","New Brunswick","2016A000213","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427214","5.8","6255","","","","0"
"2014/2015","New Brunswick","2016A000213","Engineering","Dollars","81","units ","0","v62427215","5.9","6472","","","","0"
"2014/2015","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427205","5.11","6463","","","","0"
"2014/2015","New Brunswick","2016A000213","Nursing","Dollars","81","units ","0","v62427206","5.14","5980","","","","0"
"2014/2015","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427207","5.17","5938","","","","0"
"2014/2015","Quebec","2016A000224","Total, field of study","Dollars","81","units ","0","v1001414660","6.19","2740","","","","0"
"2014/2015","Quebec","2016A000224","Education","Dollars","81","units ","0","v62427216","6.1","2410","","","","0"
"2014/2015","Quebec","2016A000224","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427225","6.2","2945","","","","0"
"2014/2015","Quebec","2016A000224","Humanities","Dollars","81","units ","0","v62427226","6.3","3478","","","","0"
"2014/2015","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427227","6.4","2836","","","","0"
"2014/2015","Quebec","2016A000224","Law","Dollars","81","units ","0","v62427228","6.5","2593","","","","0"
"2014/2015","Quebec","2016A000224","Business, management and public administration","Dollars","81","units ","0","v62427229","6.6","2641","","","","0"
"2014/2015","Quebec","2016A000224","Physical and life sciences and technologies","Dollars","81","units ","0","v62427230","6.7","2975","","","","0"
"2014/2015","Quebec","2016A000224","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427231","6.8","2646","","","","0"
"2014/2015","Quebec","2016A000224","Engineering","Dollars","81","units ","0","v62427232","6.9","2638","","","","0"
"2014/2015","Quebec","2016A000224","Architecture","Dollars","81","units ","0","v62427217","6.10","2683","","","","0"
"2014/2015","Quebec","2016A000224","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427218","6.11","2950","","","","0"
"2014/2015","Quebec","2016A000224","Dentistry","Dollars","81","units ","0","v62427219","6.12","3235","","","","0"
"2014/2015","Quebec","2016A000224","Medicine","Dollars","81","units ","0","v62427220","6.13","2873","","","","0"
"2014/2015","Quebec","2016A000224","Nursing","Dollars","81","units ","0","v62427221","6.14","2424","","","","0"
"2014/2015","Quebec","2016A000224","Pharmacy","Dollars","81","units ","0","v62427222","6.15","2379","","","","0"
"2014/2015","Quebec","2016A000224","Veterinary medicine","Dollars","81","units ","0","v62427223","6.16","2345","","","","0"
"2014/2015","Quebec","2016A000224","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427224","6.17","2808","","","","0"
"2014/2015","Quebec","2016A000224","Personal, protective and transportation services","Dollars","81","units ","0","v114648201","6.18","","..","","","0"
"2014/2015","Ontario","2016A000235","Total, field of study","Dollars","81","units ","0","v1001414661","7.19","7562","","","","0"
"2014/2015","Ontario","2016A000235","Education","Dollars","81","units ","0","v62427233","7.1","6481","","","","0"
"2014/2015","Ontario","2016A000235","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427242","7.2","6276","","","","0"
"2014/2015","Ontario","2016A000235","Humanities","Dollars","81","units ","0","v62427243","7.3","6048","","","","0"
"2014/2015","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427244","7.4","6031","","","","0"
"2014/2015","Ontario","2016A000235","Law","Dollars","81","units ","0","v62427245","7.5","15147","","","","0"
"2014/2015","Ontario","2016A000235","Business, management and public administration","Dollars","81","units ","0","v62427246","7.6","8994","","","","0"
"2014/2015","Ontario","2016A000235","Physical and life sciences and technologies","Dollars","81","units ","0","v62427247","7.7","6596","","","","0"
"2014/2015","Ontario","2016A000235","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427248","7.8","7971","","","","0"
"2014/2015","Ontario","2016A000235","Engineering","Dollars","81","units ","0","v62427249","7.9","10399","","","","0"
"2014/2015","Ontario","2016A000235","Architecture","Dollars","81","units ","0","v62427234","7.10","7706","","","","0"
"2014/2015","Ontario","2016A000235","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427235","7.11","6146","","","","0"
"2014/2015","Ontario","2016A000235","Dentistry","Dollars","81","units ","0","v62427236","7.12","32282","","","","0"
"2014/2015","Ontario","2016A000235","Medicine","Dollars","81","units ","0","v62427237","7.13","22728","","","","0"
"2014/2015","Ontario","2016A000235","Nursing","Dollars","81","units ","0","v62427238","7.14","6209","","","","0"
"2014/2015","Ontario","2016A000235","Pharmacy","Dollars","81","units ","0","v62427239","7.15","25125","","","","0"
"2014/2015","Ontario","2016A000235","Veterinary medicine","Dollars","81","units ","0","v62427240","7.16","7526","","","","0"
"2014/2015","Ontario","2016A000235","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427241","7.17","6847","","","","0"
"2014/2015","Ontario","2016A000235","Personal, protective and transportation services","Dollars","81","units ","0","v114648202","7.18","","..","","","0"
"2014/2015","Manitoba","2016A000246","Total, field of study","Dollars","81","units ","0","v1001414662","8.19","3857","","","","0"
"2014/2015","Manitoba","2016A000246","Education","Dollars","81","units ","0","v62427250","8.1","3352","","","","0"
"2014/2015","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427258","8.2","3626","","","","0"
"2014/2015","Manitoba","2016A000246","Humanities","Dollars","81","units ","0","v62427259","8.3","3360","","","","0"
"2014/2015","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427260","8.4","3360","","","","0"
"2014/2015","Manitoba","2016A000246","Law","Dollars","81","units ","0","v62427261","8.5","9302","","","","0"
"2014/2015","Manitoba","2016A000246","Business, management and public administration","Dollars","81","units ","0","v62427262","8.6","3904","","","","0"
"2014/2015","Manitoba","2016A000246","Physical and life sciences and technologies","Dollars","81","units ","0","v62427263","8.7","3736","","","","0"
"2014/2015","Manitoba","2016A000246","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427264","8.8","3724","","","","0"
"2014/2015","Manitoba","2016A000246","Engineering","Dollars","81","units ","0","v62427265","8.9","5319","","","","0"
"2014/2015","Manitoba","2016A000246","Architecture","Dollars","81","units ","0","v62427251","8.10","4048","","","","0"
"2014/2015","Manitoba","2016A000246","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427252","8.11","3933","","","","0"
"2014/2015","Manitoba","2016A000246","Dentistry","Dollars","81","units ","0","v62427253","8.12","19233","","","","0"
"2014/2015","Manitoba","2016A000246","Medicine","Dollars","81","units ","0","v62427254","8.13","7764","","","","0"
"2014/2015","Manitoba","2016A000246","Nursing","Dollars","81","units ","0","v62427255","8.14","4076","","","","0"
"2014/2015","Manitoba","2016A000246","Pharmacy","Dollars","81","units ","0","v62427256","8.15","7582","","","","0"
"2014/2015","Manitoba","2016A000246","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427257","8.17","3554","","","","0"
"2014/2015","Manitoba","2016A000246","Personal, protective and transportation services","Dollars","81","units ","0","v114648203","8.18","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Total, field of study","Dollars","81","units ","0","v1001414663","9.19","6693","","","","0"
"2014/2015","Saskatchewan","2016A000247","Education","Dollars","81","units ","0","v62427266","9.1","5795","","","","0"
"2014/2015","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427274","9.2","5909","","","","0"
"2014/2015","Saskatchewan","2016A000247","Humanities","Dollars","81","units ","0","v62427275","9.3","5647","","","","0"
"2014/2015","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427276","9.4","5607","","","","0"
"2014/2015","Saskatchewan","2016A000247","Law","Dollars","81","units ","0","v62427277","9.5","12015","","","","0"
"2014/2015","Saskatchewan","2016A000247","Business, management and public administration","Dollars","81","units ","0","v62427278","9.6","6497","","","","0"
"2014/2015","Saskatchewan","2016A000247","Physical and life sciences and technologies","Dollars","81","units ","0","v62427279","9.7","5847","","","","0"
"2014/2015","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427280","9.8","5933","","","","0"
"2014/2015","Saskatchewan","2016A000247","Engineering","Dollars","81","units ","0","v62427281","9.9","6384","","","","0"
"2014/2015","Saskatchewan","2016A000247","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427267","9.11","5658","","","","0"
"2014/2015","Saskatchewan","2016A000247","Dentistry","Dollars","81","units ","0","v62427268","9.12","32960","","","","0"
"2014/2015","Saskatchewan","2016A000247","Medicine","Dollars","81","units ","0","v62427269","9.13","15530","","","","0"
"2014/2015","Saskatchewan","2016A000247","Nursing","Dollars","81","units ","0","v62427270","9.14","6211","","","","0"
"2014/2015","Saskatchewan","2016A000247","Pharmacy","Dollars","81","units ","0","v62427271","9.15","7543","","","","0"
"2014/2015","Saskatchewan","2016A000247","Veterinary medicine","Dollars","81","units ","0","v62427272","9.16","8266","","","","0"
"2014/2015","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427273","9.17","5916","","","","0"
"2014/2015","Saskatchewan","2016A000247","Personal, protective and transportation services","Dollars","81","units ","0","v114648204","9.18","","..","","","0"
"2014/2015","Alberta","2016A000248","Total, field of study","Dollars","81","units ","0","v1001414664","10.19","5738","","","","0"
"2014/2015","Alberta","2016A000248","Education","Dollars","81","units ","0","v62427129","10.1","5286","","","","0"
"2014/2015","Alberta","2016A000248","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427137","10.2","4980","","","","0"
"2014/2015","Alberta","2016A000248","Humanities","Dollars","81","units ","0","v62427138","10.3","5076","","","","0"
"2014/2015","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427139","10.4","5165","","","","0"
"2014/2015","Alberta","2016A000248","Law","Dollars","81","units ","0","v62427140","10.5","11331","","","","0"
"2014/2015","Alberta","2016A000248","Business, management and public administration","Dollars","81","units ","0","v62427141","10.6","6111","","","","0"
"2014/2015","Alberta","2016A000248","Physical and life sciences and technologies","Dollars","81","units ","0","v62427142","10.7","5320","","","","0"
"2014/2015","Alberta","2016A000248","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427143","10.8","5259","","","","0"
"2014/2015","Alberta","2016A000248","Engineering","Dollars","81","units ","0","v62427144","10.9","5920","","","","0"
"2014/2015","Alberta","2016A000248","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427130","10.11","5273","","","","0"
"2014/2015","Alberta","2016A000248","Dentistry","Dollars","81","units ","0","v62427131","10.12","20184","","","","0"
"2014/2015","Alberta","2016A000248","Medicine","Dollars","81","units ","0","v62427132","10.13","13317","","","","0"
"2014/2015","Alberta","2016A000248","Nursing","Dollars","81","units ","0","v62427133","10.14","5725","","","","0"
